0,0,0.127,-0.215,0.049,26.54
0,0,0.131,0.012,0.051,26.591
0,0,0.201,-0.315,0.051,26.642
0,0,0.107,-0.26,0.051,26.693
0,0,0,-0.217,0.051,26.744
0,0,0.098,-0.041,0.051,26.796
0,0,0.11,-0.424,0.051,26.847
0,0,0.062,-0.217,0.051,26.898
0,0,0.038,-0.026,0.051,26.949
0,0,0.069,-0.231,0.051,27
0,0,0.019,-0.2,0.051,27.051
0,0,0.141,-0.114,0.052,27.103
0,0,0.091,-0.348,0.051,27.153
0,0,-0.002,0.021,0.051,27.204
0,0,0.153,-0.243,0.038,27.242
0,0,-0.029,-0.098,0.048,27.289
0,0,0.031,-0.31,0.051,27.341
0,0,0.064,-0.112,0.051,27.392
0,0,0.038,-0.072,0.051,27.443
0,0,0.021,-0.288,0.052,27.494
0,0,0.031,-0.198,0.051,27.545
0,0,-0.017,-0.076,0.051,27.596
0,0,0.029,-0.324,0.051,27.647
0,0,0.098,-0.105,0.051,27.698
0,0,0.06,-0.222,0.051,27.749
0,0,0.038,-0.112,0.037,27.786
0,0,0.06,-0.169,0.048,27.834
0,0,-0.043,-0.229,0.051,27.886
0,0,0.084,-0.088,0.051,27.937
0,0,0.036,-0.195,0.051,27.988
0,0,0.1,-0.138,0.037,28.025
0,0,0.01,-0.226,0.048,28.073
0,0,0.098,-0.191,0.051,28.124
0,0,0.06,-0.136,0.051,28.175
0,0,-0.036,-0.188,0.051,28.226
0,0,0.103,-0.165,0.051,28.277
0,0,0.079,-0.253,0.051,28.328
0,0,0.057,-0.067,0.051,28.379
0,0,0.012,-0.241,0.051,28.431
0,0,-0.033,-0.136,0.051,28.482
0,0,0.105,-0.143,0.051,28.533
0,0,0.036,-0.255,0.051,28.584
0,0,-0.014,-0.088,0.038,28.621
0,0,0.098,-0.312,0.048,28.669
0,0,-0.026,-0.126,0.051,28.72
0,0,0.1,-0.176,0.051,28.771
0,0,-0.021,-0.25,0.051,28.822
0,0,0.01,-0.117,0.051,28.873
0,0,0.029,-0.274,0.051,28.924
0,0,-0.01,-0.15,0.051,28.976
0,0,-0.026,-0.048,0.051,29.027
0,0,0.05,-0.238,0.051,29.078
0,0,0.012,-0.241,0.051,29.129
0,0,0.115,-0.072,0.037,29.166
0,0,0.043,-0.145,0.048,29.214
0,0,0.155,-0.098,0.051,29.265
0,0,0.005,-0.291,0.051,29.316
0,0,0.148,-0.243,0.051,29.367
0,0,0.186,0,0.037,29.404
0,0,0.091,-0.255,0.048,29.452
0,0,0.136,0.043,0.051,29.503
0,0,0.072,-0.234,0.051,29.555
0,0,-0.129,-0.396,0.051,29.606
0,0,0.041,-0.148,0.051,29.657
0,0,0.048,-0.16,0.051,29.708
0,0,0.229,-0.3,0.051,29.759
0,0,0.026,0.162,0.051,29.81
0,0,0.537,-0.348,0.037,29.847
0.06558,-0.00074,0.315,-0.224,0.048,29.895
0.08701,-0.00021,0.76,-0.284,0.037,29.932
0.16851,-0.00321,0.079,-0.591,0.048,29.98
0.1721,0.00027,0.552,-0.534,0.051,30.031
0.16341,-0.00106,0.726,0.217,0.051,30.083
0.22973,-0.00042,0.473,-0.341,0.051,30.134
0.22928,-0.00021,0.788,-0.36,0.051,30.185
0.21356,0.00301,0.542,-0.606,0.051,30.236
0,0,-0.064,-0.098,0.051,30.287
0.19528,0.00773,-0.079,0.699,0.051,30.338
0.22963,-0.00206,-0.721,-0.207,0.051,30.389
0.17619,0.00068,0.478,0.234,0.037,30.426
0,0,-0.387,-0.257,0.048,30.474
0.17482,0.0019,-0.072,-0.451,0.051,30.525
0.17296,-0.00204,0.674,-0.453,0.051,30.576
0.17581,0.00075,-1.085,-0.079,0.051,30.628
0.1322,-0.00129,-0.645,-0.205,0.051,30.679
0.16163,-0.00045,-0.705,-0.446,0.037,30.716
0.1858,-0.00094,1.225,-0.494,0.048,30.764
0.17457,-0.00041,0.447,-0.992,0.051,30.815
0.17317,-0.00106,-0.385,-0.381,0.051,30.866
0.23091,0.00007,-0.972,0.248,0.051,30.917
0.2411,0.00037,-0.217,0.148,0.038,30.955
0,0,-1.139,-0.505,0.047,31.002
0,0,-0.858,0.248,0.051,31.053
0,0,-0.184,-0.589,0.051,31.105
0,0,-1.022,-0.019,0.051,31.156
0.18325,-0.00066,0.036,-0.617,0.051,31.207
0.2303,-0.00311,0.141,-0.405,0.051,31.258
0.22572,-0.00058,0.01,-0.086,0.051,31.309
0.2039,-0.0006,0.824,-0.129,0.051,31.36
0.23022,0.00137,-0.729,-0.615,0.051,31.411
0.22238,-0.00163,-0.755,1.018,0.037,31.448
0.22861,-0.0004,-0.182,-0.236,0.048,31.496
0,0,-0.59,-0.198,0.051,31.547
0,0,-1.471,0.434,0.051,31.598
0.20533,-0.00707,0.036,-0.086,0.051,31.649
0.24086,-0.00037,-0.158,0.117,0.037,31.687
0.24469,0.00025,0.158,-0.272,0.048,31.735
0.22397,0,-0.055,-0.136,0.051,31.786
0.16335,-0.00125,-0.456,-0.346,0.051,31.837
0.17753,0.00083,-0.373,-0.422,0.051,31.888
0.17476,-0.0002,-0.148,-0.901,0.051,31.939
0.17369,0.00219,-0.053,-0.765,0.051,31.99
0.15816,-0.00387,0.179,0.131,0.051,32.041
0.16902,0.00091,-0.053,-0.277,0.051,32.143
0.16065,0.0022,0.411,-0.095,0.038,32.181
0.18602,-0.00115,0.088,0.145,0.048,32.229
0.17561,0.00061,0.179,-0.293,0.051,32.28
0.17603,-0.0011,-0.411,0.298,0.051,32.331
0.1765,0.00193,0.461,-0.403,0.051,32.382
0.17645,-0.00034,-0.311,-0.997,0.051,32.433
0.16285,-0.00153,0.461,-0.417,0.037,32.47
0.15761,0.00026,0.676,-0.889,0.048,32.518
0.15123,-0.003,0.158,-0.982,0.051,32.569
0.09541,0.00126,-0.432,-0.408,0.051,32.62
0.11896,0.00066,0.01,0.386,0.051,32.671
0.1185,-0.00106,-1.185,-0.172,0.051,32.722
0.11884,0.00137,0.012,0.265,0.051,32.773
0.1178,0.00007,-0.385,-0.019,0.051,32.825
0.11492,0.00013,-0.062,0.205,0.051,32.876
0.11912,-0.00094,-0.979,-0.026,0.051,32.927
0.11395,0.00172,-0.695,0.634,0.051,32.978
0.05555,-0.00085,0.229,-0.553,0.051,33.029
0.06233,-0.00234,-0.413,-0.229,0.051,33.08
0.06264,0.00078,-0.984,-0.222,0.051,33.131
0,0,-0.256,-0.155,0.037,33.169
0,0,0,-0.293,0.048,33.216
0,0,0.045,-0.269,0.051,33.267
0,0,0.079,-0.091,0.051,33.319
0,0,0.043,-0.203,0.037,33.356
0,0,0.119,-0.057,0.048,33.404
0,0,-0.062,-0.272,0.051,33.455
0,0,0.148,-0.203,0.051,33.506
0,0,0.038,-0.105,0.051,33.557
0,0,0.045,-0.248,0.051,33.608
0,0,0.148,-0.119,0.037,33.645
0,0,-0.031,-0.269,0.048,33.693
0,0,0.146,-0.203,0.051,33.744
0,0,-0.055,-0.143,0.051,33.795
0,0,0.162,-0.207,0.037,33.832
0,0,-0.005,-0.207,0.048,33.881
0,0,0.112,-0.231,0.051,33.932
0,0,0.06,-0.179,0.051,33.983
0,0,0.043,-0.176,0.051,34.034
0,0,0.165,-0.226,0.037,34.071
0,0,0.055,-0.215,0.048,34.119
0,0,0.079,-0.203,0.051,34.17
0,0,0.043,-0.179,0.051,34.221
0,0,0.055,-0.226,0.051,34.272
0,0,0.205,-0.198,0.051,34.323
0,0,0.064,-0.165,0.051,34.374
0,0,0.055,-0.248,0.051,34.425
0,0,0.127,-0.165,0.038,34.463
0,0,0.124,-0.169,0.048,34.511
0,0,0.115,-0.136,0.051,34.562
0,0,0.246,-0.296,0.051,34.613
0,0,0.203,-0.269,0.051,34.664
0,0,0.172,-0.098,0.051,34.715
0,0,0.029,-0.21,0.051,34.766
